chip_id,p_frcnn_r50_med,p_frcnn_mb_med,p_ssd_mb_med
S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000,0.9465787410736084,0.25261378288269043,0.4276483952999115
S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0001,0.9321116805076599,0.20537614822387695,0.4516710042953491
S2B_MSIL2A_20250802T063629_R120_T40QFM_20250802T085837_0000,0.9552568197250366,0.33745276927948,0.4360995888710022
S2B_MSIL2A_20250802T063629_R120_T40QFM_20250802T085837_0001,0.9161693453788757,0.22243621945381165,0.4090496003627777
S2B_MSIL2A_20250812T063629_R120_T40QFM_20250812T103027_0000,0.909626841545105,0.37167924642562866,0.3922775387763977
S2B_MSIL2A_20250812T063629_R120_T40QFM_20250812T103027_0001,0.9387229084968567,0.18090413510799408,0.4018678665161133
S2B_MSIL2A_20250822T063629_R120_T40QFM_20250822T090714_0000,0.8770403861999512,0.26457536220550537,0.4064696133136749
S2B_MSIL2A_20250822T063629_R120_T40QFM_20250822T090714_0001,0.9220975041389465,0.4204683303833008,0.45415911078453064
