fai_mean,datetime,nflh,rednir_mean,valid_px,Kd_490,rednir_std,ndwi_mean,kd490,scene_id,ndwi_std,tile,flh,fai_std,chlor_a
0.03801310062408447,2025-03-31 06:56:19.024000+00:00,,0.9094350337982178,16384,,1.7881393432617188e-07,-0.12987469136714935,,S2B_MSIL2A_20250331T065619_R063_T39QXG_20250331T105206,1.4901161193847656e-08,S2B_MSIL2A_20250331T065619_R063_T39QXG_20250331T105206_0000.jpg,,0.0,
0.03801310062408447,2025-03-31 06:56:19.024000+00:00,,0.9094350337982178,16384,,1.7881393432617188e-07,-0.12987469136714935,,S2B_MSIL2A_20250331T065619_R063_T39QXG_20250331T105206,1.4901161193847656e-08,S2B_MSIL2A_20250331T065619_R063_T39QXG_20250331T105206_0001.jpg,,0.0,
0.03603935241699219,2025-03-26 06:56:41.025000+00:00,,0.887803316116333,16384,,1.7881393432617188e-07,-0.14605163037776947,,S2C_MSIL2A_20250326T065641_R063_T39QXG_20250326T123329,1.4901161193847656e-08,S2C_MSIL2A_20250326T065641_R063_T39QXG_20250326T123329_0000.jpg,,0.0,
0.03603935241699219,2025-03-26 06:56:41.025000+00:00,,0.887803316116333,16384,,1.7881393432617188e-07,-0.14605163037776947,,S2C_MSIL2A_20250326T065641_R063_T39QXG_20250326T123329,1.4901161193847656e-08,S2C_MSIL2A_20250326T065641_R063_T39QXG_20250326T123329_0001.jpg,,0.0,
0.03634101152420044,2025-03-21 06:56:29.024000+00:00,,0.9102134108543396,16384,,1.7881393432617188e-07,-0.12807324528694153,,S2B_MSIL2A_20250321T065629_R063_T39QXG_20250321T105859,2.9802322387695312e-08,S2B_MSIL2A_20250321T065629_R063_T39QXG_20250321T105859_0000.jpg,,0.0,
0.03634101152420044,2025-03-21 06:56:29.024000+00:00,,0.9102134108543396,16384,,1.7881393432617188e-07,-0.12807324528694153,,S2B_MSIL2A_20250321T065629_R063_T39QXG_20250321T105859,2.9802322387695312e-08,S2B_MSIL2A_20250321T065629_R063_T39QXG_20250321T105859_0001.jpg,,0.0,
0.042019665241241455,2025-03-18 07:03:21.024000+00:00,,0.9251822829246521,16384,,1.1920928955078125e-07,-0.12429582327604294,,S2A_MSIL2A_20250318T070321_R063_T39QXG_20250318T122959,2.2351741790771484e-08,S2A_MSIL2A_20250318T070321_R063_T39QXG_20250318T122959_0000.jpg,,0.0,
0.042019665241241455,2025-03-18 07:03:21.024000+00:00,,0.9251822829246521,16384,,1.1920928955078125e-07,-0.12429582327604294,,S2A_MSIL2A_20250318T070321_R063_T39QXG_20250318T122959,2.2351741790771484e-08,S2A_MSIL2A_20250318T070321_R063_T39QXG_20250318T122959_0001.jpg,,0.0,
0.032013118267059326,2025-03-16 06:56:51.025000+00:00,,0.9248390793800354,16384,,1.7881393432617188e-07,-0.10641289502382278,,S2C_MSIL2A_20250316T065651_R063_T39QXG_20250316T122619,0.0,S2C_MSIL2A_20250316T065651_R063_T39QXG_20250316T122619_0000.jpg,,0.0,
0.032013118267059326,2025-03-16 06:56:51.025000+00:00,,0.9248390793800354,16384,,1.7881393432617188e-07,-0.10641289502382278,,S2C_MSIL2A_20250316T065651_R063_T39QXG_20250316T122619,0.0,S2C_MSIL2A_20250316T065651_R063_T39QXG_20250316T122619_0001.jpg,,0.0,
0.045416414737701416,2025-03-11 06:56:19.024000+00:00,,0.9235398769378662,16384,,1.7881393432617188e-07,-0.13168871402740479,,S2B_MSIL2A_20250311T065619_R063_T39QXG_20250311T094033,0.0,S2B_MSIL2A_20250311T065619_R063_T39QXG_20250311T094033_0000.jpg,,0.0,
