fold,auprc,auroc,test_pos,test_total
1,0.757290362190059,0.9023516483516484,125,489
2,0.7962006990823564,0.8957356454038751,127,483
3,0.7518261843264793,0.8696579476861167,142,492
4,0.7186540272281535,0.8609414758269721,131,491
5,0.7876418824684734,0.8794132069303694,133,501
mean,0.7623226310591044,0.8816199848397963,658,2456
