scene_id,datetime,collection,cloudcov,tile,xmin,ymin,xmax,ymax
S2A_MSIL2A_20170111T064231_R120_T40QGM_20210530T050713,2017-01-11 06:42:31.026000+00:00,sentinel-2-l2a,0.000166,S2A_MSIL2A_20170111T064231_R120_T40QGM_20210530T050713_0000.jpg,-69479.0,269419.0,-69415.0,269483.0
S2A_MSIL2A_20170111T064231_R120_T40QGM_20210530T050713,2017-01-11 06:42:31.026000+00:00,sentinel-2-l2a,0.000166,S2A_MSIL2A_20170111T064231_R120_T40QGM_20210530T050713_0001.jpg,-69472.6,269425.4,-69421.4,269476.6
