tile,scene_id,datetime,ndwi_mean,ndwi_std,fai_mean,fai_std,rednir_mean,rednir_std,valid_px,chip_id,month_key,chlor_a,kd490,flh,sst
S2A_MSIL2A_20170227T062811_R077_T40QGL_20210208T174006_0000.jpg,S2A_MSIL2A_20170227T062811_R077_T40QGL_20210208T174006,2017-02-27 06:28:11.026000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,2017-02_2f031ea9e29c0cda,2017-02,,,,
S2A_MSIL2A_20170227T062811_R077_T40QGL_20210208T174006_0001.jpg,S2A_MSIL2A_20170227T062811_R077_T40QGL_20210208T174006,2017-02-27 06:28:11.026000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,2017-02_2f031ea9e29c0cda,2017-02,,,,
