tile,scene_id,datetime,ndwi_mean,ndwi_std,fai_mean,fai_std,rednir_mean,rednir_std,valid_px,chlor_a,kd490,flh,season_dir
S2A_MSIL2A_20180721T065621_R063_T39QXG_20201011T181451_0000.jpg,S2A_MSIL2A_20180721T065621_R063_T39QXG_20201011T181451,2018-07-21 06:56:21.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2018
S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441_0000.jpg,S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441,2018-07-16 06:56:19.024000+00:00,-0.1678117960691452,0.0,0.0476786866784095,7.450580596923828e-09,0.9020482897758484,1.1920928955078125e-07,16384,,,,data/aerial_summer_2018
S2B_MSIL2A_20180709T070619_R106_T39QXG_20201011T135143_0000.jpg,S2B_MSIL2A_20180709T070619_R106_T39QXG_20201011T135143,2018-07-09 07:06:19.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2018
S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309_0000.jpg,S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309,2018-07-06 06:56:19.024000+00:00,-0.1566378772258758,2.9802322387695312e-08,0.0408328175544738,0.0,0.906686782836914,0.0,16384,,,,data/aerial_summer_2018
S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015_0000.jpg,S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015,2018-07-01 06:56:21.024000+00:00,-0.1551601588726043,2.9802322387695312e-08,0.0481508374214172,0.0,0.9213922023773192,2.384185791015625e-07,16384,,,,data/aerial_summer_2018
S2B_MSIL2A_20190929T065649_R063_T39QXG_20201004T183042_0000.jpg,S2B_MSIL2A_20190929T065649_R063_T39QXG_20201004T183042,2019-09-29 06:56:49.024000+00:00,-0.1450235545635223,1.4901161193847656e-08,0.0438622832298278,0.0,0.9246671199798584,2.384185791015625e-07,16384,,,,data/aerial_summer_2019
S2A_MSIL2A_20190927T070641_R106_T39QXG_20201004T173603_0000.jpg,S2A_MSIL2A_20190927T070641_R106_T39QXG_20201004T173603,2019-09-27 07:06:41.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2019
S2B_MSIL2A_20190922T070619_R106_T39QXG_20201004T160945_0000.jpg,S2B_MSIL2A_20190922T070619_R106_T39QXG_20201004T160945,2019-09-22 07:06:19.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2019
S2B_MSIL2A_20190919T065619_R063_T39QXG_20201004T150137_0000.jpg,S2B_MSIL2A_20190919T065619_R063_T39QXG_20201004T150137,2019-09-19 06:56:19.024000+00:00,-0.1620821058750152,0.0,0.0459081903100013,7.450580596923828e-09,0.9068841338157654,1.788139343261719e-07,16384,,,,data/aerial_summer_2019
S2A_MSIL2A_20190917T070621_R106_T39QXG_20201004T140443_0000.jpg,S2A_MSIL2A_20190917T070621_R106_T39QXG_20201004T140443,2019-09-17 07:06:21.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2019
