fold,auprc,auroc,test_pos,test_total
1,0.7123206309935831,0.8760488967160469,98,492
2,0.7959142369466383,0.898965196653058,143,489
3,0.7428345428715166,0.8443285024154589,150,495
4,0.7860392454971532,0.8868055555555555,132,492
5,0.6434854289497097,0.8503409925506241,135,488
mean,0.7361188170517201,0.8712978287781488,658,2456
