chip_id,p_frcnn_r50_med,p_frcnn_mb_med,p_ssd_mb_med
S2A_MSIL2A_20250322T064321_R120_T40QFM_20250322T113212_0000,0.9317076206207275,0.1739192008972168,0.41058358550071716
S2A_MSIL2A_20250322T064321_R120_T40QFM_20250322T113212_0001,0.9048518538475037,0.17283184826374054,0.4344651997089386
S2B_MSIL2A_20250305T063649_R120_T40QFM_20250305T084958_0000,0.9501652717590332,0.20126403868198395,0.43623724579811096
S2B_MSIL2A_20250305T063649_R120_T40QFM_20250305T084958_0001,0.8565905690193176,0.19116204977035522,0.43256673216819763
S2B_MSIL2A_20250315T063629_R120_T40QFM_20250315T102858_0000,0.9374295473098755,0.273587703704834,0.43244677782058716
S2B_MSIL2A_20250315T063629_R120_T40QFM_20250315T102858_0001,0.8438494801521301,0.20022062957286835,0.47412019968032837
S2C_MSIL2A_20250330T063831_R120_T40QFM_20250330T124316_0000,0.9562387466430664,0.3432735502719879,0.44276636838912964
S2C_MSIL2A_20250330T063831_R120_T40QFM_20250330T124316_0001,0.8733381628990173,0.16339659690856934,0.4374953806400299
