chip_id,p_frcnn_r50_med,p_frcnn_mb_med,p_ssd_mb_med
S2A_MSIL2A_20250918T064321_R120_T40QFM_20250918T102713_0000,0.9339115023612976,0.42423900961875916,0.47368383407592773
S2A_MSIL2A_20250918T064321_R120_T40QFM_20250918T102713_0001,0.8944970965385437,0.20537012815475464,0.4322940409183502
S2C_MSIL2A_20250906T063641_R120_T40QFM_20250906T111016_0000,0.9484768509864807,0.4119552671909332,0.4460127353668213
S2C_MSIL2A_20250906T063641_R120_T40QFM_20250906T111016_0001,0.928535521030426,0.20111332833766937,0.42913636565208435
S2C_MSIL2A_20250916T063641_R120_T40QFM_20250916T120613_0000,0.9366585612297058,0.3328191339969635,0.42570894956588745
S2C_MSIL2A_20250916T063641_R120_T40QFM_20250916T120613_0001,0.9049962162971497,0.19260814785957336,0.4529978036880493
S2C_MSIL2A_20250926T063641_R120_T40QFM_20250926T114413_0000,0.9341005682945251,0.37960052490234375,0.4374164342880249
S2C_MSIL2A_20250926T063641_R120_T40QFM_20250926T114413_0001,0.8885445594787598,0.20554760098457336,0.4086419641971588
