datetime,hab_prob,risk_level
2018-05-28T06:26:29.024000+00:00,0.4413053062420143,medium
2018-05-28T06:26:29.024000+00:00,0.4321982973349291,medium
2018-06-02T06:26:31.024000+00:00,0.4592112403014166,medium
2018-06-02T06:26:31.024000+00:00,0.4750767929382913,medium
2018-06-17T06:26:29.024000+00:00,0.4082944871499841,medium
2018-06-17T06:26:29.024000+00:00,0.4403451121481462,medium
2018-07-07T06:26:29.024000+00:00,0.63707520312978,high
2018-07-07T06:26:29.024000+00:00,0.63707520312978,high
2018-08-06T06:26:29.024000+00:00,0.499853500657174,medium
2018-08-06T06:26:29.024000+00:00,0.5399086233038431,high
2018-08-11T06:26:31.025000+00:00,0.5602672677861866,high
2018-08-11T06:26:31.025000+00:00,0.5602672677861866,high
2018-08-21T06:26:31.024000+00:00,0.3919565334424148,medium
2018-08-21T06:26:31.024000+00:00,0.3759882427011548,low
2018-08-31T06:26:31.024000+00:00,0.4038975802292218,medium
2018-08-31T06:26:31.024000+00:00,0.3941302298046417,medium
2018-09-05T06:26:19.024000+00:00,0.4056428530406328,medium
2018-09-05T06:26:19.024000+00:00,0.4056428530406328,medium
2018-09-15T06:26:19.024000+00:00,0.3705922682230058,low
2018-09-15T06:26:19.024000+00:00,0.3749403838956205,low
2018-09-30T06:26:41.024000+00:00,0.3983117741135862,medium
2018-09-30T06:26:41.024000+00:00,0.4139133239972854,medium
2018-10-05T06:27:19.024000+00:00,0.3634667132391619,low
2018-10-05T06:27:19.024000+00:00,0.3677800772957854,low
2018-10-10T06:27:51.024000+00:00,0.3806307054652531,low
2018-10-10T06:27:51.024000+00:00,0.3862954075080145,low
2018-11-04T06:30:29.024000+00:00,0.3501028299294718,low
2018-11-04T06:30:29.024000+00:00,0.3158537874845641,low
2018-11-14T06:31:19.024000+00:00,0.3768317244959377,low
2018-11-14T06:31:19.024000+00:00,0.3598438676307227,low
2018-12-09T06:32:41.024000+00:00,0.4796059842538184,medium
2018-12-09T06:32:41.024000+00:00,0.4796059842538184,medium
2019-01-03T06:32:49.024000+00:00,0.4681526692823258,medium
2019-01-03T06:32:49.024000+00:00,0.4323823682251851,medium
2019-01-28T06:31:21.024000+00:00,0.3714071371317174,low
2019-01-28T06:31:21.024000+00:00,0.3513810878896571,low
2019-02-12T06:30:09.024000+00:00,0.3351490443484393,low
2019-02-12T06:30:09.024000+00:00,0.3342995574203126,low
2019-02-27T06:28:21.024000+00:00,0.3536601728282664,low
2019-02-27T06:28:21.024000+00:00,0.3383838076596961,low
2019-03-04T06:27:49.024000+00:00,0.3546141684850499,low
2019-03-04T06:27:49.024000+00:00,0.3788857010458254,low
2019-03-14T06:26:29.024000+00:00,0.3897925983961266,low
2019-03-14T06:26:29.024000+00:00,0.3702132540647868,low
2019-04-08T06:26:31.024000+00:00,0.3726798301324203,low
2019-04-08T06:26:31.024000+00:00,0.3813750680774824,low
2019-04-18T06:26:31.024000+00:00,0.3888154057723902,low
2019-04-18T06:26:31.024000+00:00,0.3692554434024789,low
2019-04-28T06:26:31.024000+00:00,0.4139042024155341,medium
2019-04-28T06:26:31.024000+00:00,0.4139042024155341,medium
2019-05-03T06:26:39.024000+00:00,0.3939863242865134,medium
2019-05-03T06:26:39.024000+00:00,0.3851825838412772,low
2019-05-28T06:26:31.024000+00:00,0.4063176013439475,medium
2019-05-28T06:26:31.024000+00:00,0.3864338621196865,low
2019-06-07T06:26:31.024000+00:00,0.4041255083634334,medium
2019-06-07T06:26:31.024000+00:00,0.4101942931231584,medium
2019-06-12T06:26:39.024000+00:00,0.435962537170691,medium
2019-06-12T06:26:39.024000+00:00,0.4054444099183219,medium
2019-06-27T06:26:31.024000+00:00,0.5196528865587731,medium
2019-06-27T06:26:31.024000+00:00,0.510817299397586,medium
2019-07-02T06:26:39.024000+00:00,0.5046958740764024,medium
2019-07-02T06:26:39.024000+00:00,0.4663615941086831,medium
2019-08-16T06:26:31.024000+00:00,0.5629089656529638,high
2019-08-16T06:26:31.024000+00:00,0.5218808569799583,medium
2019-08-21T06:26:39.024000+00:00,0.3849065403803902,low
2019-08-21T06:26:39.024000+00:00,0.3302334436796978,low
2019-08-26T06:26:31.024000+00:00,0.3806355802453885,low
2019-08-26T06:26:31.024000+00:00,0.3958613250667199,medium
2019-09-10T06:26:29.024000+00:00,0.407811361258885,medium
2019-09-10T06:26:29.024000+00:00,0.3781002018334971,low
2019-09-30T06:26:39.024000+00:00,0.3997227609772089,medium
2019-09-30T06:26:39.024000+00:00,0.3853009579638679,low
2019-10-15T06:28:31.024000+00:00,0.4039166231423521,medium
2019-10-15T06:28:31.024000+00:00,0.4039166231423521,medium
2019-10-20T06:28:59.024000+00:00,0.3525221845982385,low
2019-10-20T06:28:59.024000+00:00,0.3379005301118175,low
2019-10-25T06:29:31.024000+00:00,0.3656602878197318,low
2019-10-25T06:29:31.024000+00:00,0.3807923072848166,low
2019-11-19T06:31:39.024000+00:00,0.4180360805434568,medium
2019-11-19T06:31:39.024000+00:00,0.4180360805434568,medium
2019-12-14T06:32:51.024000+00:00,0.4017198267937923,medium
2019-12-14T06:32:51.024000+00:00,0.3856060269631179,low
2020-01-18T06:32:09.024000+00:00,0.4332321081263113,medium
2020-01-18T06:32:09.024000+00:00,0.4332321081263113,medium
2020-03-03T06:27:41.024000+00:00,0.3875604298936217,low
2020-03-03T06:27:41.024000+00:00,0.3680255851095646,low
2020-03-13T06:26:31.024000+00:00,0.3855488609107951,low
2020-03-13T06:26:31.024000+00:00,0.381686943077985,low
2020-03-28T06:26:29.024000+00:00,0.3766774359476393,low
2020-03-28T06:26:29.024000+00:00,0.3680255851095646,low
2020-04-02T06:26:21.024000+00:00,0.3956262633367998,medium
2020-04-02T06:26:21.024000+00:00,0.41566256376565,medium
2020-05-07T06:26:29.024000+00:00,0.4157098261273691,medium
2020-05-07T06:26:29.024000+00:00,0.3956727901372433,medium
2020-05-12T06:26:31.024000+00:00,0.4322197278404315,medium
2020-05-12T06:26:31.024000+00:00,0.4119479715069527,medium
2020-05-22T06:26:31.024000+00:00,0.4544947889503768,medium
2020-05-22T06:26:31.024000+00:00,0.4440378389753556,medium
2020-05-27T06:26:29.024000+00:00,0.4340442646704472,medium
2020-05-27T06:26:29.024000+00:00,0.4137492934163687,medium
2020-06-06T06:26:29.024000+00:00,0.4085857290902878,medium
2020-06-06T06:26:29.024000+00:00,0.3886636598219651,low
2020-06-11T06:26:31.024000+00:00,0.4064548451212989,medium
2020-06-11T06:26:31.024000+00:00,0.4318848694961666,medium
2020-07-01T06:26:31.024000+00:00,0.4108881170982452,medium
2020-07-01T06:26:31.024000+00:00,0.4051008330660564,medium
2020-07-21T06:26:31.024000+00:00,0.4643909261346972,medium
2020-07-21T06:26:31.024000+00:00,0.4493826162468347,medium
2020-08-05T06:26:29.024000+00:00,0.4325468816825477,medium
2020-08-05T06:26:29.024000+00:00,0.431854193712087,medium
2020-08-30T06:26:31.024000+00:00,0.4892494080071313,medium
2020-08-30T06:26:31.024000+00:00,0.4892494080071313,medium
2020-09-04T06:26:29.024000+00:00,0.5117051653832766,medium
2020-09-04T06:26:29.024000+00:00,0.5015241724026445,medium
2020-09-09T06:26:31.024000+00:00,0.3799259713928098,low
2020-09-09T06:26:31.024000+00:00,0.3799259713928098,low
2020-09-19T06:26:31.024000+00:00,0.3958613250667199,medium
2020-09-19T06:26:31.024000+00:00,0.4056428530406328,medium
2020-09-29T06:26:51.024000+00:00,0.3748013671776459,low
2020-09-29T06:26:51.024000+00:00,0.3899406662625612,low
2020-10-04T06:27:19.024000+00:00,0.381818481754508,low
2020-10-04T06:27:19.024000+00:00,0.3722516360445043,low
2020-10-09T06:28:01.024000+00:00,0.4029727142134981,medium
2020-10-09T06:28:01.024000+00:00,0.4074548026041214,medium
2020-11-13T06:31:19.024000+00:00,0.3911382361642962,medium
2020-11-13T06:31:19.024000+00:00,0.3598438676307227,low
2020-11-23T06:31:59.024000+00:00,0.389674303148228,low
2020-11-23T06:31:59.024000+00:00,0.3792850193701731,low
2020-12-03T06:32:29.024000+00:00,0.3559455865228033,low
2020-12-03T06:32:29.024000+00:00,0.3871059423439204,low
2020-12-13T06:32:49.024000+00:00,0.385862524312448,low
2020-12-13T06:32:49.024000+00:00,0.385862524312448,low
2020-12-28T06:33:01.024000+00:00,0.3805715762735608,low
2020-12-28T06:33:01.024000+00:00,0.3496371486295964,low
2021-01-02T06:32:49.024000+00:00,0.3927446401493035,medium
2021-01-02T06:32:49.024000+00:00,0.3697477948845852,low
2021-01-12T06:32:29.024000+00:00,0.6087303358105027,high
2021-01-12T06:32:29.024000+00:00,0.6087303358105027,high
2021-02-01T06:30:59.024000+00:00,0.4617465628948005,medium
2021-02-01T06:30:59.024000+00:00,0.4380260515278296,medium
2021-02-16T06:29:31.024000+00:00,0.3473703933453735,low
2021-02-16T06:29:31.024000+00:00,0.35581005248903,low
2021-02-21T06:28:59.024000+00:00,0.3665025213611188,low
2021-02-21T06:28:59.024000+00:00,0.3579501682334217,low
2021-02-26T06:28:31.024000+00:00,0.4151666671948105,medium
2021-02-26T06:28:31.024000+00:00,0.3997781050283369,medium
2021-03-03T06:27:49.024000+00:00,0.4054880293969889,medium
2021-03-03T06:27:49.024000+00:00,0.3902188475804646,medium
2021-03-18T06:26:31.024000+00:00,0.3893130071640474,low
2021-03-18T06:26:31.024000+00:00,0.3663958606020356,low
2021-04-02T06:26:29.024000+00:00,0.3779189171588898,low
2021-04-02T06:26:29.024000+00:00,0.3634191406991606,low
2021-04-12T06:26:29.024000+00:00,0.3839321662566809,low
2021-04-12T06:26:29.024000+00:00,0.3813666890375579,low
2021-04-22T06:26:19.024000+00:00,0.3779189171588898,low
2021-04-22T06:26:19.024000+00:00,0.3779189171588898,low
2021-05-17T06:26:31.024000+00:00,0.4245257264069467,medium
2021-05-17T06:26:31.024000+00:00,0.4008965006053859,medium
2021-05-27T06:26:31.024000+00:00,0.419278646859913,medium
2021-05-27T06:26:31.024000+00:00,0.3676376107885848,low
2021-06-01T06:26:29.024000+00:00,0.4245257264069467,medium
2021-06-01T06:26:29.024000+00:00,0.3785873698844207,low
2021-06-21T06:26:29.024000+00:00,0.502867969207572,medium
2021-06-21T06:26:29.024000+00:00,0.457979401331002,medium
2021-06-26T06:26:31.024000+00:00,0.4200601078173888,medium
2021-06-26T06:26:31.024000+00:00,0.3879260676101027,low
2021-07-06T06:26:31.024000+00:00,0.3431581241286549,low
2021-07-06T06:26:31.024000+00:00,0.3625416203399493,low
2021-08-15T06:26:31.024000+00:00,0.4169026238533402,medium
2021-08-15T06:26:31.024000+00:00,0.4276124657334583,medium
2021-08-20T06:26:29.024000+00:00,0.4268367372389745,medium
2021-08-20T06:26:29.024000+00:00,0.4276124657334583,medium
2021-08-25T06:26:31.024000+00:00,0.5077760097482408,medium
2021-08-25T06:26:31.024000+00:00,0.4975935280601342,medium
2021-09-04T06:26:31.024000+00:00,0.4477500561183968,medium
2021-09-04T06:26:31.024000+00:00,0.4319555073816624,medium
2021-09-24T06:26:31.024000+00:00,0.391086575030353,medium
2021-09-24T06:26:31.024000+00:00,0.3767807836202811,low
2021-10-09T06:27:49.024000+00:00,0.354119170915068,low
2021-10-09T06:27:49.024000+00:00,0.3852152689438274,low
2021-10-19T06:28:59.024000+00:00,0.366636343268369,low
2021-10-19T06:28:59.024000+00:00,0.3498500712242922,low
2021-10-29T06:29:59.024000+00:00,0.3790512742841975,low
2021-10-29T06:29:59.024000+00:00,0.3790512742841975,low
2021-11-08T06:30:49.024000+00:00,0.3911382361642962,medium
2021-11-08T06:30:49.024000+00:00,0.3751827125536965,low
2021-11-13T06:31:21.024000+00:00,0.3911382361642962,medium
2021-11-13T06:31:21.024000+00:00,0.3768317244959377,low
2021-11-18T06:31:39.024000+00:00,0.3751827125536965,low
2021-11-18T06:31:39.024000+00:00,0.3550680792840138,low
2021-11-28T06:32:19.024000+00:00,0.3973900778815049,medium
2021-11-28T06:32:19.024000+00:00,0.3990743544386179,medium
2021-12-03T06:32:31.024000+00:00,0.4136144373121754,medium
2021-12-03T06:32:31.024000+00:00,0.3973403918354927,medium
2021-12-13T06:32:51.024000+00:00,0.4477981078828805,medium
2021-12-13T06:32:51.024000+00:00,0.4298176285478821,medium
2021-12-23T06:33:01.024000+00:00,0.3772435425743927,low
2021-12-23T06:33:01.024000+00:00,0.3602478529363897,low
2022-01-12T06:32:31.024000+00:00,0.3401616266535693,low
2022-01-12T06:32:31.024000+00:00,0.3401616266535693,low
2022-01-17T06:32:09.024000+00:00,0.3813191504395093,low
2022-01-17T06:32:09.024000+00:00,0.3813191504395093,low
2022-01-27T06:31:29.024000+00:00,0.3426389208317556,low
2022-01-27T06:31:29.024000+00:00,0.3532392079845963,low
2022-02-06T06:30:29.024000+00:00,0.3393763312436105,low
2022-02-06T06:30:29.024000+00:00,0.3351510961323328,low
2022-02-16T06:29:29.024000+00:00,0.3333828642388388,low
2022-02-16T06:29:29.024000+00:00,0.324206185717925,low
2022-02-26T06:28:19.024000+00:00,0.3375999264307878,low
2022-02-26T06:28:19.024000+00:00,0.322670958285439,low
2022-03-28T06:26:29.024000+00:00,0.4052034430654329,medium
2022-03-28T06:26:29.024000+00:00,0.3802781966763165,low
2022-04-07T06:26:29.024000+00:00,0.5045606907059403,medium
2022-04-07T06:26:29.024000+00:00,0.5045606907059403,medium
2022-04-27T06:26:19.024000+00:00,0.3723818822962516,low
2022-04-27T06:26:19.024000+00:00,0.3723818822962516,low
2022-05-02T06:26:31.024000+00:00,0.4206426116150198,medium
2022-05-02T06:26:31.024000+00:00,0.4319156663820852,medium
2022-05-12T06:26:31.024000+00:00,0.3949516718078203,medium
2022-05-12T06:26:31.024000+00:00,0.3861401049926322,low
2022-05-22T06:26:31.024000+00:00,0.5016324878019451,medium
2022-05-22T06:26:31.024000+00:00,0.4776813944087109,medium
2022-05-27T06:26:29.024000+00:00,0.4189922787101618,medium
2022-05-27T06:26:29.024000+00:00,0.4216383550911845,medium
2022-06-06T06:26:29.024000+00:00,0.3806168906115837,low
2022-06-06T06:26:29.024000+00:00,0.3719285460972093,low
2022-06-11T06:26:41.024000+00:00,0.4042494036918134,medium
2022-06-11T06:26:41.024000+00:00,0.3856714308779888,low
2022-06-21T06:26:41.024000+00:00,0.3990816529297844,medium
2022-06-21T06:26:41.024000+00:00,0.3990816529297844,medium
2022-07-11T06:26:41.024000+00:00,0.4892494080071313,medium
2022-07-11T06:26:41.024000+00:00,0.4892494080071313,medium
2022-07-21T06:26:41.024000+00:00,0.4053971707612311,medium
2022-07-21T06:26:41.024000+00:00,0.3920721539449797,medium
2022-07-31T06:26:41.024000+00:00,0.3581285679609671,low
2022-07-31T06:26:41.024000+00:00,0.3488203613957721,low
2022-08-05T06:26:29.024000+00:00,0.3449903149448865,low
2022-08-05T06:26:29.024000+00:00,0.3604024648679485,low
2022-08-20T06:26:41.024000+00:00,0.4823419846741093,medium
2022-08-20T06:26:41.024000+00:00,0.4421138610962307,medium
2022-09-04T06:26:29.024000+00:00,0.3764387389210416,low
2022-09-04T06:26:29.024000+00:00,0.3623499105297764,low
2022-09-09T06:26:41.024000+00:00,0.3604024648679485,low
2022-09-09T06:26:41.024000+00:00,0.3604024648679485,low
2022-09-29T06:26:51.024000+00:00,0.3799704122604079,low
2022-09-29T06:26:51.024000+00:00,0.3799704122604079,low
2022-10-04T06:27:09.024000+00:00,0.3733942781115739,low
2022-10-04T06:27:09.024000+00:00,0.3876514679935017,low
2022-10-09T06:27:51.024000+00:00,0.3520214849996797,low
2022-10-09T06:27:51.024000+00:00,0.3659391915372713,low
2022-10-24T06:29:29.024000+00:00,0.369753606295799,low
2022-10-24T06:29:29.024000+00:00,0.369753606295799,low
2022-10-29T06:30:01.024000+00:00,0.4013225913693725,medium
2022-10-29T06:30:01.024000+00:00,0.3868802686565228,low
2022-11-18T06:31:41.024000+00:00,0.4013576687708854,medium
2022-11-18T06:31:41.024000+00:00,0.3996701648177132,medium
2022-12-18T06:33:01.024000+00:00,0.3972887657520745,medium
2022-12-18T06:33:01.024000+00:00,0.379940959890432,low
2023-01-07T06:32:41.024000+00:00,0.4431228082062605,medium
2023-01-07T06:32:41.024000+00:00,0.4431228082062605,medium
2023-03-18T06:26:31.024000+00:00,0.3945811891782923,medium
2023-03-18T06:26:31.024000+00:00,0.4034587774713211,medium
2023-04-22T06:26:29.024000+00:00,0.3826910890095684,low
2023-04-22T06:26:29.024000+00:00,0.3826910890095684,low
2023-04-27T06:26:31.024000+00:00,0.4171672886892298,medium
2023-04-27T06:26:31.024000+00:00,0.4171672886892298,medium
2023-05-02T06:26:29.024000+00:00,0.4093377807002683,medium
2023-05-02T06:26:29.024000+00:00,0.4183179730424709,medium
2023-05-12T06:26:29.024000+00:00,0.3932219653086941,medium
2023-05-12T06:26:29.024000+00:00,0.3844244701106025,low
2023-05-17T06:26:31.024000+00:00,0.4295749214191607,medium
2023-05-17T06:26:31.024000+00:00,0.4295749214191607,medium
2023-06-01T06:26:29.024000+00:00,0.3829782521960734,low
2023-06-01T06:26:29.024000+00:00,0.3879030173924095,low
2023-06-16T06:26:31.024000+00:00,0.5151417722224536,medium
2023-06-16T06:26:31.024000+00:00,0.5354549376129764,high
2023-07-01T06:26:29.024000+00:00,0.4435393015112903,medium
2023-07-01T06:26:29.024000+00:00,0.4435393015112903,medium
2023-08-05T06:26:31.024000+00:00,0.3488203613957721,low
2023-08-05T06:26:31.024000+00:00,0.3636550081591641,low
2023-08-10T06:26:29.024000+00:00,0.374798021124481,low
2023-08-10T06:26:29.024000+00:00,0.374798021124481,low
2023-08-20T06:26:29.024000+00:00,0.3723724560690997,low
2023-08-20T06:26:29.024000+00:00,0.387474449765485,low
2023-08-30T06:26:29.024000+00:00,0.4198527340689051,medium
2023-08-30T06:26:29.024000+00:00,0.4035021365208763,medium
2023-09-04T06:26:31.024000+00:00,0.4051948995623732,medium
2023-09-04T06:26:31.024000+00:00,0.4035021365208763,medium
2023-09-09T06:26:29.024000+00:00,0.3654192452479194,low
2023-09-09T06:26:29.024000+00:00,0.3812128846767899,low
2023-09-24T06:26:31.024000+00:00,0.3833447410014225,low
2023-09-24T06:26:31.024000+00:00,0.3850075216429163,low
2023-09-29T06:26:39.024000+00:00,0.366187274067236,low
2023-09-29T06:26:39.024000+00:00,0.3601897829943324,low
2023-10-09T06:27:49.024000+00:00,0.3736729368064234,low
2023-10-09T06:27:49.024000+00:00,0.3892428334835365,low
2023-11-03T06:30:21.024000+00:00,0.4080826985621569,medium
2023-11-03T06:30:21.024000+00:00,0.4080826985621569,medium
2023-11-28T06:32:19.024000+00:00,0.4240628311723824,medium
2023-11-28T06:32:19.024000+00:00,0.4159737690199683,medium
2023-12-03T06:32:31.024000+00:00,0.386346421876369,low
2023-12-03T06:32:31.024000+00:00,0.3814291040860093,low
2023-12-23T06:33:01.024000+00:00,0.4042134688276571,medium
2023-12-23T06:33:01.024000+00:00,0.415795480286297,medium
2023-12-28T06:32:59.024000+00:00,0.4118586333464059,medium
2023-12-28T06:32:59.024000+00:00,0.3962821647292986,medium
2024-01-12T06:32:31.024000+00:00,0.4939114257091078,medium
2024-01-12T06:32:31.024000+00:00,0.4657626064304667,medium
2024-01-27T06:31:29.024000+00:00,0.3937496383482113,medium
2024-01-27T06:31:29.024000+00:00,0.3937496383482113,medium
2024-02-11T06:30:11.024000+00:00,0.3687115299978536,low
2024-02-11T06:30:11.024000+00:00,0.3605484257243045,low
2024-02-26T06:28:29.024000+00:00,0.3481951631684406,low
2024-02-26T06:28:29.024000+00:00,0.3392408637107351,low
2024-03-12T06:26:51.024000+00:00,0.3999318776033795,medium
2024-03-12T06:26:51.024000+00:00,0.3910810179107548,medium
2024-03-17T06:26:29.024000+00:00,0.3928074034398098,medium
2024-03-17T06:26:29.024000+00:00,0.3928074034398098,medium
2024-04-06T06:26:29.024000+00:00,0.3801834312608702,low
2024-04-06T06:26:29.024000+00:00,0.3776276490753656,low
2024-04-26T06:26:29.024000+00:00,0.3988433117714413,medium
2024-04-26T06:26:29.024000+00:00,0.4077522085418251,medium
2024-05-16T06:26:29.024000+00:00,0.4093377807002683,medium
2024-05-16T06:26:29.024000+00:00,0.4183179730424709,medium
2024-05-26T06:26:29.024000+00:00,0.5130334349525116,medium
2024-05-26T06:26:29.024000+00:00,0.5130334349525116,medium
2024-06-05T06:26:29.024000+00:00,0.5419909313404849,high
2024-06-05T06:26:29.024000+00:00,0.5490622783074953,high
2024-06-10T06:26:31.024000+00:00,0.3874217118123312,low
2024-06-10T06:26:31.024000+00:00,0.3874217118123312,low
2024-06-20T06:26:31.024000+00:00,0.3926076375404444,medium
2024-06-20T06:26:31.024000+00:00,0.4129385603381133,medium
2024-06-25T06:26:29.024000+00:00,0.3584886282365475,low
2024-06-25T06:26:29.024000+00:00,0.3989268320727319,medium
2024-07-15T06:26:29.024000+00:00,0.625534273787622,high
2024-07-15T06:26:29.024000+00:00,0.625534273787622,high
2024-08-14T06:26:29.024000+00:00,0.3962461016572729,medium
2024-08-14T06:26:29.024000+00:00,0.3962461016572729,medium
2024-08-24T06:26:29.024000+00:00,0.6170751070617408,high
2024-08-24T06:26:29.024000+00:00,0.6170751070617408,high
2024-09-08T06:26:31.024000+00:00,0.3917835169412734,medium
2024-09-08T06:26:31.024000+00:00,0.3831147836182883,low
2024-09-28T06:26:41.024000+00:00,0.411270943279456,medium
2024-09-28T06:26:41.024000+00:00,0.4287197367547585,medium
2024-10-03T06:26:29.024000+00:00,0.3477318028198702,low
2024-10-03T06:26:29.024000+00:00,0.3477318028198702,low
2024-10-23T06:28:29.024000+00:00,0.4054083277569374,medium
2024-10-23T06:28:29.024000+00:00,0.3909149794671488,medium
2024-12-07T06:32:41.024000+00:00,0.369419466405129,low
2024-12-07T06:32:41.024000+00:00,0.3988860122836001,medium
2024-12-12T06:31:59.024000+00:00,0.3848298653519345,low
2024-12-12T06:31:59.024000+00:00,0.3676941924013203,low
2024-12-27T06:33:01.024000+00:00,0.3992454879609188,medium
2024-12-27T06:33:01.024000+00:00,0.3992454879609188,medium
