tile,scene_id,datetime,month_key,fai_mean,rednir_mean,ndwi_mean,kd490,chlor_a,nflh,sst,month_sin,month_cos,ndwi_std,rednir_std,hab_label,p_frcnn_r50_med,p_frcnn_mb_med,p_ssd_mb_med,p_tab,date_key,region_key,group_for_cv,month_num,sst_clim_rm,sst_anom,sst_anom_z,log_kd490,log_chlor_a,log_nflh,ratio_chl_kd,chl_times_nflh,ratio_nflh_kd,sst_anom_x_chlor_a,sst_anom_x_nflh,sst_anom_x_fai_mean,sst_anom_x_kd490,sst_anom_x_month_sin,sst_anom_x_month_cos
S2A_MSIL2A_20180909T065621_R063_T39QXG_20201008T231028_0000.jpg,S2A_MSIL2A_20180909T065621_R063_T39QXG_20201008T231028,2018-09-09 06:56:21.024000+00:00,2018-09,0.0420393347740173,0.8946921825408936,-0.1705683767795562,0.1302,1.51576,0.456075,26.4417,-1.0,-1.8369701987210294e-16,2.9802322387695312e-08,1.788139343261719e-07,1,0.9810630679130554,0.3488015234470367,0.7660241723060608,0.6858248587432867,2018-09-09 06:56:21.024,T39QXG,T39QXG,9,26.22686304347826,0.21483695652174006,0.40849841306108786,-0.8853890157678268,0.1806304421093745,-0.3409637331956288,11.641781874039937,0.6913002420000001,3.502880184331797,0.32564126521739273,0.0979817649456526,0.009031602737048429,0.02797177173913056,-0.21483695652174006,-3.94649086714362e-17
S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613_0000.jpg,S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613,2018-09-04 06:56:19.024000+00:00,2018-09,0.0411606803536415,0.8995077610015869,-0.1637744754552841,0.075,0.575683,0.382635,25.72,-1.0,-1.8369701987210294e-16,0.0,1.788139343261719e-07,0,0.9810630679130554,0.3488015234470367,0.7660241723060608,0.6952439430103513,2018-09-04 06:56:19.024,T39QXG,T39QXG,9,26.22686304347826,-0.5068630434782619,-0.963766906087365,-1.1249387366083,-0.2398165951326755,-0.41721530714810634,7.675773333333333,0.22027646470499998,5.1018,-0.29179243745869626,-0.19394354064130476,-0.020862827715682635,-0.03801472826086964,0.5068630434782619,9.310923057026086e-17
S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110_0000.jpg,S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110,2018-08-30 06:56:21.024000+00:00,2018-08,0.0448196902871131,0.9157285094261168,-0.153169646859169,0.075,0.575683,0.382635,25.72,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1,0.973641037940979,0.2011658996343612,0.4173726737499237,0.4666560835602344,2018-08-30 06:56:21.024,T39QXG,T39QXG,8,25.608641666666667,0.11135833333333167,0.2125855902730857,-1.1249387366083,-0.2398165951326755,-0.41721530714810634,7.675773333333333,0.22027646470499998,5.1018,0.06410709940833237,0.042609595874999365,0.004991046010889028,0.008351874999999875,-0.09643914558976065,-0.055679166666665884
S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051_0000.jpg,S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051,2018-08-20 06:56:21.024000+00:00,2018-08,0.0417311415076255,0.9043675065040588,-0.1607653349637985,0.0746,0.551472,0.185704,25.355,-0.8660254037844384,-0.5000000000000004,0.0,0.0,0,0.973641037940979,0.2011658996343612,0.4173726737499237,0.4822073549959274,2018-08-20 06:56:21.024,T39QXG,T39QXG,8,25.608641666666667,-0.25364166666666677,-0.4842077086838291,-1.1272611725273312,-0.2584765331860669,-0.7311787416063781,7.3923860589812325,0.102410556288,2.489329758713137,-0.13987627720000004,-0.04710227206666669,-0.010584756283896648,-0.01892166833333334,0.219660126791558,0.1268208333333335
S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229_0000.jpg,S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229,2018-08-15 06:57:29.024000+00:00,2018-08,0.0386622920632362,0.8991031050682068,-0.1586140096187591,0.0746,0.551472,0.185704,25.355,-0.8660254037844384,-0.5000000000000004,0.0,0.0,0,0.973641037940979,0.2011658996343612,0.4173726737499237,0.513665392921504,2018-08-15 06:57:29.024,T39QXG,T39QXG,8,25.608641666666667,-0.25364166666666677,-0.4842077086838291,-1.1272611725273312,-0.2584765331860669,-0.7311787416063781,7.3923860589812325,0.102410556288,2.489329758713137,-0.13987627720000004,-0.04710227206666669,-0.009806368196072673,-0.01892166833333334,0.219660126791558,0.1268208333333335
S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441_0000.jpg,S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441,2018-07-16 06:56:19.024000+00:00,2018-07,0.0476786866784095,0.9020482897758484,-0.1678117960691452,0.0779,0.63296,0.168647,25.2067,-0.5000000000000001,-0.8660254037844386,0.0,1.1920928955078125e-07,0,0.4354408979415893,0.1199859753251075,0.3442471027374267,0.4936245889571261,2018-07-16 06:56:19.024,T39QXG,T39QXG,7,25.705499999999997,-0.4987999999999957,-0.8813682233955502,-1.1084625423274355,-0.19862373441893344,-0.7730213799122769,8.125288831835686,0.10674680511999998,2.1649165596919127,-0.31572044799999727,-0.08412112359999926,-0.023782128915190454,-0.038856519999999665,0.2493999999999979,0.4319734714076742
S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309_0000.jpg,S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309,2018-07-06 06:56:19.024000+00:00,2018-07,0.0408328175544738,0.906686782836914,-0.1566378772258758,0.082,0.679299,0.2985485,24.6,-0.5000000000000001,-0.8660254037844386,2.9802322387695312e-08,0.0,0,0.4354408979415893,0.1199859753251075,0.3442471027374267,0.5142933730956332,2018-07-06 06:56:19.024,T39QXG,T39QXG,7,25.705499999999997,-1.1054999999999957,-1.9533932858135232,-1.0861861476162833,-0.16793902473622954,-0.5249851065065168,8.284134146341463,0.20280369750149999,3.6408353658536585,-0.750965044499997,-0.33004536674999874,-0.04514067980647061,-0.09065099999999965,0.552749999999998,0.9573910838836932
S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015_0000.jpg,S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015,2018-07-01 06:56:21.024000+00:00,2018-07,0.0481508374214172,0.9213922023773192,-0.1551601588726043,0.0943,0.906392,0.42845,26.1267,-0.5000000000000001,-0.8660254037844386,2.9802322387695312e-08,2.384185791015625e-07,1,0.4354408979415893,0.1199859753251075,0.3442471027374267,0.533017988557819,2018-07-01 06:56:21.024,T39QXG,T39QXG,7,25.705499999999997,0.42120000000000246,0.7442507932923238,-1.0254883072626717,-0.042683936299102984,-0.3680998528331917,9.611792152704137,0.38834365239999996,4.543478260869565,0.3817723104000022,0.18046314000000105,0.020281132721901043,0.03971916000000023,-0.2106000000000013,-0.36476990007400767
S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539_0000.jpg,S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539,2019-09-04 06:56:21.024000+00:00,2019-09,0.0452393516898155,0.9051705002784728,-0.1626422107219696,0.122,1.36825,0.32883,25.5267,-1.0,-1.8369701987210294e-16,2.9802322387695312e-08,1.1920928955078125e-07,1,0.9253124594688416,0.2490802928805351,0.7011986672878265,0.7713767848687021,2019-09-04 06:56:21.024,T39QXG,T39QXG,9,26.22686304347826,-0.7001630434782591,-1.3313142057844571,-0.9136401693252518,0.13616545681454267,-0.48302856753067297,11.21516393442623,0.4499216475,2.695327868852459,-0.957998084239128,-0.23023461358695593,-0.03167492216412454,-0.0854198913043476,0.7001630434782591,1.2861786451153784e-16
S2A_MSIL2A_20190825T065621_R063_T39QXG_20201005T043538_0000.jpg,S2A_MSIL2A_20190825T065621_R063_T39QXG_20201005T043538,2019-08-25 06:56:21.024000+00:00,2019-08,0.0466688647866249,0.9066040515899658,-0.1611194759607315,0.1034,1.04291,0.100123,25.22,-0.8660254037844384,-0.5000000000000004,0.0,1.788139343261719e-07,1,0.1859278976917266,0.1559150367975235,0.4405906796455383,0.6212190092692054,2019-08-25 06:56:21.024,T39QXG,T39QXG,8,25.608641666666667,-0.38864166666666833,-0.7419257781610483,-0.9854794612420763,0.018246831734443917,-0.99946614604018,10.086170212765957,0.10441927793,0.9683075435203095,-0.4053182805833351,-0.03891196959166683,-0.01813746539211529,-0.04018554833333351,0.33657355630245855,0.19432083333333433
S2A_MSIL2A_20190815T065631_R063_T39QXG_20201005T003451_0000.jpg,S2A_MSIL2A_20190815T065631_R063_T39QXG_20201005T003451,2019-08-15 06:56:31.024000+00:00,2019-08,0.0436918139457702,0.9187584519386292,-0.1516757309436798,0.0494,0.245151,0.100123,25.1883,-0.8660254037844384,-0.5000000000000004,1.4901161193847656e-08,5.960464477539065e-08,1,0.1859278976917266,0.1559150367975235,0.4405906796455383,0.704102279105143,2019-08-15 06:56:31.024,T39QXG,T39QXG,8,25.608641666666667,-0.4203416666666655,-0.802441798919767,-1.3062730510763532,-0.6105663308754977,-0.99946614604018,4.96257085020243,0.024545253573,2.0267813765182185,-0.10304717992499972,-0.04208586869166655,-0.018365489893654906,-0.020764878333333275,0.3640265616024228,0.21017083333333295
S2B_MSIL2A_20190701T065629_R063_T39QXG_20201005T075203_0000.jpg,S2B_MSIL2A_20190701T065629_R063_T39QXG_20201005T075203,2019-07-01 06:56:29.024000+00:00,2019-07,0.0423934459686279,0.8929404616355896,-0.1705730110406875,0.05196,0.323953,0.071008,25.8267,-0.5000000000000001,-0.8660254037844386,1.4901161193847656e-08,1.788139343261719e-07,1,0.294698566198349,0.2423093318939209,0.3788272738456726,0.2609678503417251,2019-07-01 06:56:29.024,T39QXG,T39QXG,7,25.705499999999997,0.12120000000000175,0.2141576356767104,-1.2843308575990098,-0.4895179938714159,-1.1486927194480856,6.234661277906081,0.023003254623999998,1.3665896843725944,0.039263103600000564,0.008606169600000125,0.005138085651397776,0.006297552000000091,-0.06060000000000089,-0.10496227893867548
