iter	Logloss
0	0.5756196436
1	0.4709754538
2	0.4129278387
3	0.3457625729
4	0.3082945369
5	0.2687235271
6	0.2356221123
7	0.2055936145
8	0.1841206846
9	0.1675666728
10	0.1402085415
11	0.1252959512
12	0.107105758
13	0.09058089776
14	0.07663287667
15	0.0657758883
16	0.05835796739
17	0.05177312992
18	0.04643824632
19	0.04207154602
20	0.03579534918
21	0.0326903516
22	0.02917583777
23	0.02683017195
24	0.02444241447
25	0.02245507039
26	0.01990436406
27	0.01848706132
28	0.01647044339
29	0.01494404697
30	0.01381593075
31	0.01250461188
32	0.0113920663
33	0.01024416628
34	0.009581162102
35	0.008971350042
36	0.008543650444
37	0.008426723173
38	0.008345258269
39	0.007803715444
40	0.007144653342
41	0.006966524431
42	0.006908132681
43	0.006728225176
44	0.006337725694
45	0.005945936144
46	0.005808454148
47	0.005739288242
48	0.005465471571
49	0.005393313204
50	0.005106635426
51	0.004783951606
52	0.00472201203
53	0.004618555599
54	0.004418087966
55	0.004372064377
56	0.004277777874
57	0.004195981335
58	0.004060796782
59	0.003856389147
60	0.003816606037
61	0.003789491805
62	0.003765071423
63	0.003735215204
64	0.003691132775
65	0.00366772157
66	0.003579592171
67	0.003535343929
68	0.003514113731
69	0.003492388366
70	0.003461125795
71	0.003429713054
72	0.003255083519
73	0.003101397204
74	0.003052917933
75	0.002992386397
76	0.002950518573
77	0.002832591802
78	0.002806975318
79	0.002709028623
80	0.002692981785
81	0.002679628742
82	0.002667371016
83	0.002592218399
84	0.002564420767
85	0.002470928606
86	0.002386757933
87	0.002368616369
88	0.002357259445
89	0.002309864921
90	0.002278255126
91	0.002262149159
92	0.002243093733
93	0.002203904913
94	0.002147637684
95	0.00208439577
96	0.002069466273
97	0.002037855738
98	0.002018335886
99	0.001972053625
100	0.001932234652
101	0.001888497574
102	0.001834867699
103	0.001822044441
104	0.001770098102
105	0.00175240736
106	0.001725245433
107	0.00171145595
108	0.001699985899
109	0.001671247578
110	0.001663408567
111	0.001655166
112	0.001646483443
113	0.001620185916
114	0.001609433487
115	0.001593448687
116	0.001561541695
117	0.00152068271
118	0.001478075871
119	0.001467104027
120	0.001440018542
121	0.001419286714
122	0.001419272719
123	0.001407705103
124	0.001391193244
125	0.001391181935
126	0.00137661724
127	0.001350485136
128	0.001350335919
129	0.001320802269
130	0.001320849894
131	0.001320849894
132	0.001320849894
133	0.001320849894
134	0.001285350353
135	0.001283600966
136	0.001283651437
137	0.001264758365
138	0.001261417626
139	0.001243615867
